NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
621210,86.23,Dental practice activities,Offices of Dentists,
621498,86.23,Dental practice activities,All Other Outpatient Care Centers,"Except nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
621310,86.90,Other human health activities,Offices of Chiropractors,
621320,86.90,Other human health activities,Offices of Optometrists,
621330,86.90,Other human health activities,Offices of Mental Health Practitioners (except Physicians),
621340,86.90,Other human health activities,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",
621391,86.90,Other human health activities,Offices of Podiatrists,
621399,86.90,Other human health activities,Offices of All Other Miscellaneous Health Practitioners,
621410,86.90,Other human health activities,Family Planning Centers,"Medical family planning centers, services by nurses and other medical professionals except doctors"
621420,86.90,Other human health activities,Outpatient Mental Health and Substance Abuse Centers,"Outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
621492,86.90,Other human health activities,Kidney Dialysis Centers,
621498,86.90,Other human health activities,All Other Outpatient Care Centers,Nonmedical treatment facilities biofeedback centers and sleep disorder centers
621511,86.90,Other human health activities,Medical Laboratories,
621512,86.90,Other human health activities,Diagnostic Imaging Centers,
621610,86.90,Other human health activities,Home Health Care Services,
621910,86.90,Other human health activities,Ambulance Services,
621991,86.90,Other human health activities,Blood and Organ Banks,
621999,86.90,Other human health activities,All Other Miscellaneous Ambulatory Health Care Services,
623110,87.10,Residential nursing care activities,Nursing Care Facilities,
623210,87.20,"Residential care activities for mental retardation, mental health and substance abuse",Residential Mental Retardation Facilities,
623220,87.20,"Residential care activities for mental retardation, mental health and substance abuse",Residential Mental Health and Substance Abuse Facilities,
623311,87.30,Residential care activities for the elderly and disabled,Continuing Care Retirement Communities,
623312,87.30,Residential care activities for the elderly and disabled,Homes for the Elderly,
623990,87.90,Other residential care activities,Other Residential Care Facilities,
624120,88.10,Social work activities without accommodation for the elderly and disabled,Services for the Elderly and Persons with Disabilities,
624410,88.91,Child day-care activities,Child Day Care Services,
541990,88.99,Other social work activities without accommodation n.e.c.,"All Other Professional, Scientific, and Technical Services",Consumer credit and debt counseling services
621410,88.99,Other social work activities without accommodation n.e.c.,Family Planning Centers,"Family planning counseling and services not provided by doctors, nurses, or other medical professionals"
624110,88.99,Other social work activities without accommodation n.e.c.,Child and Youth Services,
624190,88.99,Other social work activities without accommodation n.e.c.,Other Individual and Family Services,
624210,88.99,Other social work activities without accommodation n.e.c.,Community Food Services,
624221,88.99,Other social work activities without accommodation n.e.c.,Temporary Shelters,
624229,88.99,Other social work activities without accommodation n.e.c.,Other Community Housing Services,
624230,88.99,Other social work activities without accommodation n.e.c.,Emergency and Other Relief Services,
624310,88.99,Other social work activities without accommodation n.e.c.,Vocational Rehabilitation Services,
711110,90.01,Performing arts,Theater Companies and Dinner Theaters,
711120,90.01,Performing arts,Dance Companies,
711130,90.01,Performing arts,Musical Groups and Artists,
711190,90.01,Performing arts,Other Performing Arts Companies,Except carnivals
711320,90.01,Performing arts,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",Arts events organizers without facilities
711510,90.02,Support activities to performing arts,"Independent Artists, Writers, and Performers",
711510,90.03,Artistic creation,"Independent Artists, Writers, and Performers",
711310,90.04,Operation of arts facilities,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Arts facilities operators
519120,91.01,Library and archives activities,Libraries and Archives,
519190,91.01,Library and archives activities,All Other Information Services,Stock photo libraries and services
712110,91.02,Museums activities,Museums,
712120,91.03,Operation of historical sites and buildings and similar visitor attractions,Historical Sites,
712130,91.04,Botanical and zoological gardens and nature reserves activities,Zoos and Botanical Gardens,
712190,91.04,Botanical and zoological gardens and nature reserves activities,Nature Parks and Other Similar Institutions,
713210,92.00,Gambling and betting activities,Casinos (except Casino Hotels),
713290,92.00,Gambling and betting activities,Other Gambling Industries,
721120,92.00,Gambling and betting activities,Casino Hotels,Except casino hotels with hotel activities as primary source of receipts
711212,93.11,Operation of sports facilities,Racetracks,
711310,93.11,Operation of sports facilities,"Promoters of Performing Arts, Sports, and Similar Events with Facilities","Except arts facility operators, sports promoters with facilities and fair promoters with facilities"
713910,93.11,Operation of sports facilities,Golf Courses and Country Clubs,
